STATION CODE,LOCATIONS,STATE,Temp,PH,Conductivity,BOD,NI,Fec_col,Tot_col
4156,"HANDPUMP IN AREA ON SUA ROAD NEAR
DHANDARI KALAN, LUDHIANA",PUNJAB,27,6.8,1121.5,0,14.15,3,4
4157,"HANDPUMP SHALLOW TUBEWELL IN THE AREA
OF JANTA NAGAR, LUDHIANA",PUNJAB,27,7.1,1025,0,13.8,3,4
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN),
RAJASTHAN",RAJASTHAN,27,8.1,7250,3.1,2.5,3,3
1706,"RIICO PUMP HOUSE NEAR MONTO MOTORS,
MIA, ALWAR, RAJASTHAN",RAJASTHAN,29,7.3,1190,1.6,2.5,3,3
1707,"BORE WELL IN MODI ALKALIS & CHEMICALS, MIA,
ALWAR, RAJASTHAN",RAJASTHAN,29,7.3,2150,1.5,1.2,3,4
1708,"WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR,
RAJASTHAN",RAJASTHAN,30,7.25,1410,1.6,2.6,3,4
1709,"WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI
INDUSTRIAL AREA, BHIWADI, RAJASTHAN",RAJASTHAN,27,7.45,2010,0.9,2.8,3,3.5
1710,"WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI
INDUSTRIAL AREA, BHIWADI, RAJASTHAN",RAJASTHAN,27.5,7.35,3050,1.85,2.55,3,3.5
1711,"WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA,
BHIWADI, RAJASTHAN",RAJASTHAN,27,7.35,2850,1.6,2.5,3,3
1712,"WELL AT VILLAGE BHIWADI , VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA,
BHIWADI, RAJASTHAN",RAJASTHAN,27,7.4,2050,0.95,2.15,3,3
1713,"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI,
RAJASTHAN",RAJASTHAN,27,7.4,795,1.55,2.55,3,3
1715,"HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300MT. FROM KANSUA NALLAH KOTA,
RAJASTHAN",RAJASTHAN,26.5,7.15,1180,1.75,2.4,3,3
1720,"CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL
BREVERIES LTD JAIPUR, RAJASTHAN",RAJASTHAN,27.5,7.65,985,1.85,2.55,3,3
1721,"PHED WELL NEAR RAILWAY LINE JHOTAWARA,
JAIPUR, RAJASTHAN",RAJASTHAN,27.5,7.85,620,1,1.95,3,3
1723,"HAND PUMP OF VIDHANI VILLAGE GONER ROAD
JAIPUR, RAJASTHAN",RAJASTHAN,28,7.95,2750,1.35,2.7,3,3
1724,"WELL OF GOOJARON KI TALAI, MOHANA ROAD
SANGANER JAIPUR, RAJASTHAN",RAJASTHAN,29,8.15,1635,1.3,2.95,3,3
1725,"PUBLIC HAND PUMP BEFORE SANGANER PULIA,
RAJASTHAN",RAJASTHAN,28,7.7,1255,1.2,2.95,3,3
2015,"PABUPURA ROAD NEAR CIVIL AIR PORT,
JODHPUR (MANGILAL RATHOR)",RAJASTHAN,31,7.5,4750,2.35,4.05,3,4
2016,"VILLAGE VINAYAKIA, JODHPUR (HIRALAL
KUMHAR)",RAJASTHAN,26,7.6,2900,4.75,2.55,3,4
2017,"VILLAGE VINAYAKIA, JODHPUR (BADRI KUMHAR)",RAJASTHAN,26,7.7,2800,1.75,2.15,3,4
2018,"VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH
RATHORE)",RAJASTHAN,27.5,7.6,7600,3.8,8.45,3,4
2019,"NEAR UIT BRIDGE, UDAIPUR",RAJASTHAN,19,6.85,1800,1.4,2.3,3.5,4
2020,"NEW FATEHPURA, 200 FT.FROM PANCHWATI
NALLAH, UDAIPUR",RAJASTHAN,19,7.1,2300,2.45,1.8,3,3
2021,"NEAR ARVIND GENERAL STORE, ALOO FACTORY,
KACCHI BASTI, SARDARPURA, UDAIPUR",RAJASTHAN,19,6.9,2500,1.4,2,3,3
2022,"NEAR RANA PRATAP NAGAR, RAILWAY STATION,
UDAIPUR",RAJASTHAN,19,7.25,1520,2.4,2.45,3,3
2023,"HOTEL ORIENT PLACE, SUBHAS NAGAR, UDAIPUR",RAJASTHAN,21,7.25,1340,1.7,2.45,3,4
2024,"IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION
AMER ROAD, JAIPUR",RAJASTHAN,26.5,7.25,3100,1.35,3.05,3,3
2025,"NEAR SHREE KALYANESHWAR MAHADEV
TEMPLE, JAI SINGH PURA KHURD, JAIPUR.",RAJASTHAN,27,7.75,1900,1.3,2.9,3,3
2026,"NEAR FOJI NAGAR, KACCHI BASTI, AMBABARI,
JAIPUR.",RAJASTHAN,27,8.1,1090,1.3,2.5,3,3
2027,"NEAR ABN CENTRAL ACADEMY, SUSILPURA,
SODALA, JAIPUR.",RAJASTHAN,26,7.65,2000,1.25,2.75,3,3
2028,"NEAR SAMSHAN VISHWAKARMA NAGAR,
MAHARANIFARM, JAIPUR",RAJASTHAN,28,7.75,920,1.25,3.05,3,3
2029,"NEAR GANDHI BHWAN, AJMER",RAJASTHAN,26.5,8,885,1.4,2.45,3,3
2030,"OPPOSITE PRIVATE BUS STAND, AJMER",RAJASTHAN,26,8.1,3200,1.4,2.8,3,3
2031,"NEAR 9 NO. PETROL PUMP, NEAR ADARSH
NAGAR GATE, AJMER",RAJASTHAN,26.5,8,790,1.9,2.65,3,4
2032,"NEAR KHANPURA TALAB, AJMER",RAJASTHAN,27,8,745,1.55,1.95,3,3
2960,"WELL INFRONT OF SINGHANA POLICE STATION,
SINGHANA, JHUNJHUNU, RAJASTHAN",RAJASTHAN,28.5,7.7,4550,1.6,2.85,3,4
2961,"WELL OF SH MNAGAL CHAND MEENA, MANPUR
MACHERI, JAIPUR, RAJASTHAN",RAJASTHAN,25.5,8.15,820,1.1,2.4,3,3
2962,"WELL OF SH MOOL CHAND RAIGER, MANPUR
MACHERI, JAIPUR, RAJASTHAN",RAJASTHAN,25.5,8.15,930,0.9,2.7,3,4
2963,"WELL OF RIICO AT LEATHER COMPLEX, MANPUR
MACHERI, JAIPUR, RAJASTHAN",RAJASTHAN,27,7.8,2005,1.05,2.9,3,3
2964,"WELL AT INDIA PUBLIC SCHOOL, MANPUR
MACHERI, JAIPUR, RAJASTHAN",RAJASTHAN,27,7.7,1890,1,2.5,3,3
2965,"SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI RIVER BRIDGE, PALI BYE PASS ROAD, PALI,
RAJASTHAN",RAJASTHAN,26.5,8.5,4600,1.3,2.9,3,3
2966,"SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE
PASS ROAD, PALI, RAJASTHAN",RAJASTHAN,25.5,8.3,7650,2.25,2.75,3,4
2967,"SH. POL SINGH PUROHIT, VILLAGE PUNAYATA,
PALI, RAJASTHAN",RAJASTHAN,27,8.1,5450,5.85,2.6,3,4
2968,"SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA,
PALI, RAJASTHAN",RAJASTHAN,25.5,8.25,6600,1.45,2.85,3,4
2969,"M/S SPECIALTY SILICA LTD., MIA ALWAR AGRO
FOOD PARK, ALWAR, RAJASTHAN",RAJASTHAN,28.5,7.05,1005,1.55,2.15,3,3
2970,"RIICO TUBE WELL, RIA, BEHROR, RAJASTHAN",RAJASTHAN,29.5,7.2,1500,1.3,2.55,3,3
2971,"RIICO TUBE WELL, RIA, NEEMRANA, RAJASTHAN",RAJASTHAN,29,7.2,2200,2,2.15,3,4
2972,"RIICO TUBE WELL, RIA, SOTANALA, RAJASTHAN",RAJASTHAN,29,7.3,2800,1.7,2.55,3,3
2973,"RIICO TUBE WELL, RIA, SHAHJAHANPUR,
RAJASTHAN",RAJASTHAN,30.5,7.1,4650,1.5,2.45,3,3
2974,"VILLAGE AGYARA, TEHSIL- RAMGARH, ALWAR,
RAJASTHAN",RAJASTHAN,28.5,7.6,1440,1.35,2.65,3,3
2975,"VILLAGE BAGER MEO, TEHSIL- RAMGARH,
ALWAR, RAJASTHAN",RAJASTHAN,29,7.15,3600,1.05,2.7,3,3
2976,"SUJAN GANGA, BHARATPUR, RAJASTHAN",RAJASTHAN,29.5,8.15,8400,21.6,14.25,150,3
2977,"WELL OF RAM CHANDRA DEWRA, VILLAGE-
SANGARIA, JODHPUR, RAJASTHAN",RAJASTHAN,26,8.3,19000,11,7.7,3,4
2982,"WELL OF BIRMA RAM PATEL, SALAWAS,
JODHPUR, RAJASTHAN",RAJASTHAN,26,7.7,14000,7.5,3,3,4
2985,"WELL OF GIRDHARI RAM MEGHWAL, VILLAGE-
NANDWAN, JODHPUR, RAJASTHAN",RAJASTHAN,26.5,7.2,15500,4.5,11.85,3,4
2986,"TUBE WELL OF GIRDHARI LAL, BHITUJA,
RAJASTHAN",RAJASTHAN,24,7.9,2900,3,2.45,3,3
2987,"CWR OF PHED, BHITUJA, RAJASTHAN",RAJASTHAN,24,7.8,7450,1.8,2.3,3,3
2988,"WELL OF PEMA RAM MALI, BHITUJA, RAJASTHAN",RAJASTHAN,24,8,5250,1.6,2.25,3,3
2989,"WELL OF BABULAL UKKAD JI MALI, SAKARNA
BERA, BALOTRA, , JODHPUR, RAJASTHAN",RAJASTHAN,24,8,8650,3.8,2.3,3,5.5
2990,"WELL OF BHIKSINGH S/O AMAR SINGH PUROHIT, SAKARNA BERA, BALOTRA, JODHPUR,
RAJASTHAN",RAJASTHAN,25,8.25,14400,9.1,2.45,3,5.5
2991,"WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA
BERA, BALOTRA, JODHPUR, RAJASTHAN",RAJASTHAN,25,8.15,10650,8.5,2.25,3.5,5.5
2993,"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE
OF BRIDGE LUNI, BALOTRA, RAJASTHAN",RAJASTHAN,25,8.15,6300,4.25,2.4,3,4
2999,"BORE WELL SH. PREM CHAND, VILLAGE PHALSHA
MODE RIA CHOPNADI, RAJASTHAN",RAJASTHAN,26,7.25,1585,1.25,2.4,3,3
3000,"BORE WELL SH. UMESH KUMAR S/O SH. HORIDWARI RAM 3A-16 UIT, BHIWADI,
RAJASTHAN",RAJASTHAN,26.5,7.25,1005,0.9,2.7,3,3
3001,"BORE WELL SH. BHRAM JEET SERVICE STATION,
BHIWADI, RAJASTHAN",RAJASTHAN,28,7.25,1335,0.95,2.2,3,3
3002,"BORE WELL M/S R.C. PALACE HOTEL, BHIWADI,
RAJASTHAN",RAJASTHAN,27.5,7.35,1345,0.95,2.5,3,3
3003,"BORE WELL OFFICE OF RAJ. HOUSING BOARD,
BHIWADI, RAJASTHAN",RAJASTHAN,26.5,7.5,1580,1,2.25,3,3
3004,"BORE WELL OF M/S MODERN PUBLIC SCHOOL,
BHIWADI, RAJASTHAN",RAJASTHAN,27,7.75,1315,1.25,1.95,3,3
3005,"BORE WELL OF M/S KUNDAN EDIBLE FOOD
PRODUCT, KHUSKHERA, RAJASTHAN",RAJASTHAN,27,7.35,1010,1.1,1.6,3,3
3006,"HAND PUMP NEAR NEVTA TIRAHA, NEVTA DAM,
SANGANER, JAIPUR, RAJASTHAN",RAJASTHAN,26,7.95,2200,1.65,2.65,3,3
4168,"HAND PUMP AT VILLAGE MANDAPIA, BHILWARA",RAJASTHAN,17,7.5,5700,1.3,3,3,3
4169,"HAND PUMP AT VILLAGE MANGROP, BHILWARA",RAJASTHAN,19.5,7.45,1265,1.6,2.15,4,11
4170,"HAND PUMP AT VILLAGE ATOON, BHILWARA",RAJASTHAN,20,7.55,1385,1.3,2.65,4,7
4176,"HAND PUMP NEAR RIICO INUSTRIAL AREA,
AAJOLIYON KA KHERA, GANGRAR, CHITTORGARH",RAJASTHAN,24.5,7.5,3200,1.45,2.8,4,7
4177,"SWAROOP NAGAR, UDAIPUR",RAJASTHAN,24,8.45,605,1.4,2.7,10.5,80.5
4178,"GOVERDHAN SAGAR, UDAIPUR",RAJASTHAN,24,8.4,1160,2.7,2.7,13.5,47.5
4180,"BOREWELL OF JYOTI UCHCH MADHYMIC VIDHYALAYA, NAYAGAON, RAMPUR MUNDANA,
BHIWADI",RAJASTHAN,26,7.8,1240,0.4,1.1,3,4
4181,"BOREWELL IN THE HOUSE AKRAM KHAN,
AMLAKI, KHARGANJ INDL AREA, TIJARA, ALWAR",RAJASTHAN,27,7.7,1410,1.2,1.1,3,4
4183,"BOREWELL AT STAR HOSPITAL, INFRONT OF STP,
BHIWADI, TIJARA, ALWAR",RAJASTHAN,26,7.5,2200,0.8,1.2,3,4
4184,"BOREWELL IN CETP PREMISES, BHIWADI, TIJARA,
ALWAR",RAJASTHAN,26,7.5,2000,0.6,1.3,3,4
1449,"COLLECTOR WELL AT THIRUPUVANAM FOR
MADURAI WAT. SUPPLY SCHEME, TAMILNADU",TAMIL NADU,24,7.2,915,6.25,7.25,3,5.5
15,WELL AT KUYYURA,TELANGANA,29,7.3,880,2,0.65,24,700
16,WELL AT TADAVAI,TELANGANA,28.5,7.9,780.5,4,8.5,14,207.5
27,WELL AT PEDDAVOORA,TELANGANA,26.5,7.3,1645,3,16.65,29,222.5
1515,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM
DIST.",TELANGANA,30,7.25,1085.5,6.5,16.65,14,1571.5
1525,"B/W - IDA , NEAR CHAITANYA CHLORIDES ,
PASHAMAYLAM , MEDAK DIST.",TELANGANA,28,7.25,3085,6.5,25.65,2,2
1791,"B/W. - EAST OF SAICHERUVU , PAIDIPALLY (V),
WARANGAL DIST.",TELANGANA,29.5,7.25,1358,10,5.95,13.5,6031
1792,"B/W -NEAR CKM COLLEGE , ENUMAMULA (V) ,
WARANGAL DIST.",TELANGANA,29,7.5,1453.5,5,16.4,14.5,13.5
1793,"O/W - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM ,
KARIMNAGAR",TELANGANA,26,7.5,1818.5,5,0.85,23,595
1794,"B/W - MANAKONDUR (V) , KARIMNAGAR DIST.",TELANGANA,27,7.25,1113,6.5,2.15,12,390
1795,"B/W. - PANCHAYAT OFFICE , , BOLLARAM (V)
MEDAK DIST.",TELANGANA,27.5,7.3,3600,6.5,47.85,2,2
1810,"B/W - SRI RAMNAGAR COLONY, SHAKKAR
NAGAR, BODHAN, NIZAMABAD DIST.",TELANGANA,26,7.5,2928,6.5,28.55,2,2
1811,"B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) ,
BIBINAGAR (M), NALGONDA DIST.",TELANGANA,24.5,7.2,1928,6.5,17.4,2,2
3088,"B/W AT J.NARASIMHA RAO’S HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWS DUMPSITE,
KOTHAGUDEM, KHAMMAM",TELANGANA,29.5,6.65,1725,7.5,26.65,13.5,4015.5
3094,"B/W AT AKBARNAGAR, RAMAGUNDAM,
KARIMNAGAR",TELANGANA,27.5,7.85,872,5,26.65,17,365
4260,"BORE WELL NEAR MSW DUMP YARD, MEDAK
TOWN MEDAK DISTRICT",TELANGANA,31,7.75,1209,2.5,6.75,17,365
4261,"BORE WELL AT M/S SHALINI STEELS LTD, IDA BOLLARAM, JINNARAM MANDAL, SANGAREDDY
DISTRICT",TELANGANA,27,6.4,5560,2.5,62.5,17,365
4262,"BOREWELL NEAR GRAMPANCHYAT OFFICE, KISTAIPALLY VILLAGE JINNARM MANDAL,
SANGAREDDY DISTRICT",TELANGANA,27.5,6.9,1905.5,3,41.5,17,365
4263,"BOREWELL NEAR MPP SCHOOL GADDAPOTHARAM VILLAGE, JINNARAM
MANDAL, SANGAREDDY DISTRICT",TELANGANA,29.5,7.15,3380,3,27.8,17,365
4264,"BORE WELL WATER POINT AT ZP GIRLS HIGH SCHOOL BHUDAM POCHAMPALLY (V & M)
YADADRI DISTRICT",TELANGANA,27,7.1,3111,3,34.65,17,365
4265,"B/W AT GRAM PANCHAYATH OFFICE,
DOTHIGUDAM",TELANGANA,26.5,6.95,1757,3,55.25,17,365
4266,"BOREWELL NEAR PRIMARY SCHOOL, ADLOOR YELLAREDDY (N) SADASHIVANAGAR (M)
KAMAREDDY DIST",TELANGANA,28,6.9,1694,3,62.5,17,365
4267,BOREWELL IDA KATTEDAN,TELANGANA,29,7.4,2778,53,50.7,49,530
4268,"BOREWELL LOCATED AT HOUSE OF SRI VITAL RAO, H.NO. 2-42 875, ABESTOS COLONY, GANDHI
NAGAR, BALANAGAR, MEDCHAL DISTRICT",TELANGANA,26,7.05,1561.5,14,5.7,2,430
4269,"BOREWELL LOCATED AT HOUSE OF SRI P NEKATESH RAJU, PLOT NO 115,22 321, APIIC, CO- [PERATIVE CONONY, JEEDIMETLA,
QUTHBULLAPUR (M) MEDCHAL DISTRICT",TELANGANA,26,7.2,2908,20,3.65,8,540
4270,"BOREWELL LOCATED AT HOUSE OF P. ANJANEYULU, PLOT NO,25, SHAKTHIPURAM, PRASHANTH NAGAR, I. E. KUKATPALLY, MEDCHAL
DISTRICT",TELANGANA,27,7.2,2356,9,22.6,4,220
4271,"BOREWELL LOCATED AT GOVERNMENT PRIMARY SCHOOL, SY. NO 32 DHULAPALLY (V)
QUTHBULLAPUR (M) MEDCHAL DISTRICT.",TELANGANA,27,7.1,1868,11,26.85,6,540
4272,"BOREWELL LOCATED AT RAHIV GRUHA KA;PA, AHMEDGUDA, AMBEDKAR NAGAR, KAPRA
MEDCHAL DISTRICT.",TELANGANA,29,7.5,750,4,1.95,2,220
4273,"BOREWELL LOCATED AT THANDA DUNDIGAL (V)
DHUNDIGAL (M) MEDCHAL DISTRICT",TELANGANA,30,7,2992,19,20.7,10,280
4274,"BOREWELL POINTS AT THE PERIPHERY OF THE
IDA, JEEDIMETLA",TELANGANA,30.5,7.35,1815.5,6.5,19.5,2,540
4275,"BOREWELL POINTS AT THE PERIPHERY OF THE ISA
BALANAGAR",TELANGANA,28,7.4,2185,18,11.2,2,430
4276,"BOREWELL NEAR GRAM PANCHAYAT OFFICE,
KHAZIPALLY VILLAGE, SANGAREDDY DISTRIST",TELANGANA,28,7.65,1995,18,51.95,2,430
4277,B/W AT ZPHS SULTHANPUR,TELANGANA,30,6.6,6460,18,55.9,7,38
4278,"B/W AT AUROBINDO, HATNUR, SANGAREDDY",TELANGANA,30.5,6.8,2569,18,19.15,7,38
4279,"B/W NEAR M/S ARCH PHARMA, GUNDLA
MACHANUR, SANGAREDDY",TELANGANA,28,8.2,2909,18,16.3,7,38
4280,"B,W AT IDS RAMPUR, HANAMKONDA,
WARANGAL",TELANGANA,26.5,7.35,4528.5,47,2.45,2,12.5
4281,"B/W NEAR BHIMANPALLI VILLAGE (OPEN LAND )
POCHAMPALLY MANDAL",TELANGANA,27,6.85,3685,47,13.65,2,12.5
4282,"B/W NEAR AARLA BAVI (AGRICULTURAL FIELD),
POCHAMPALLY MANDAL",TELANGANA,28,6.85,1483,47,22.9,2,12.5
4283,"B/W NEAR DANTUR (OPEN LAND),
POCHAMPALLY MANDAL",TELANGANA,26.5,7.05,5185,0,59.1,4,70
4284,"B/W NEAR MALKAPUR LAKE, MALKAPUR VILLAGE
(AGRICULTURAL FIELD) CHOUTUPPA; MANDAL",TELANGANA,26.5,7.15,2670,0,53.55,5,62
4285,"B/W NEAR PEDDAKONDUR VILLAGE
(AGRICULTURAL FIELD), CHOUTUPPAL MANDAL",TELANGANA,27,6.7,2824.5,0,60.85,4,32
4286,"B/W NEAR ANKIREDDIGUDAM VILLAGE
(AGRUCULTURAL FIELD) CHOUTUPPAL MANDAL",TELANGANA,27,7.3,1848,0,35.65,4,32
4287,"B/W NEAR LINGAREDDYGUDAM VILLAGE (BESIDE CHOUTUPPAL- VALIGONDA ROAD) CHOUTUPPAL
MANDAL",TELANGANA,32,6.95,2240,0,50.05,4,32
4288,"B/W NEAR NAGARAM CHERUVU, DEVALAMMA
NAGARAM VILLAGE",TELANGANA,31,7.1,979,0,48.1,3,34
4289,"B/W NEAR PITTAM PALLE VILLAGE (OPEN LAND
BESIDE VILLAGE ROAD) CHITYAL MANDAL",TELANGANA,28,6.8,1406,0,42,5,39
4290,"B/W NEAR PITTAM PEDDAKAPARTHI VIKKAGE (OPEN LAND BESIDE VILLAGE ROAD) CHITYAL
MANDAL",TELANGANA,28,6.95,1106.5,24,16.75,38,39
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,26.5,5.9,122.5,0,0.4,2,2
1731,"LANKAMURA, TRIPURA",TRIPURA,26,6.45,110.5,0,0.25,2,2
1732,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,26.5,5.95,127.5,0,0.35,2,2
1733,"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,26,6.35,140,0,0.25,2,2
1734,"GANDHIGRAM, AGARTALA, TRIPURA",TRIPURA,26,6.75,124.5,0,0.3,2,2
3423,"TUBE WELL AT HAPANIA, WEST TRIPURA",TRIPURA,27,6.6,137.5,0,0.35,2,2
3424,"TUBE WELL AT NAGICHERRA, WEST TRIPURA",TRIPURA,27,6.5,121.5,0.25,0.25,2,2
3425,"TUBE WELL AT BODHJUNG NAGAR, WEST
TRIPURA",TRIPURA,27.5,6.55,141,0,0.3,2,2
3426,"TUBE WELL AT B.C.MANU, SOUTH TRIPURA",TRIPURA,26,6.25,127.5,0,0.25,2,2
3427,"TUBE WELL AT SHANTIR BAZAR, SOUTH TRIPURA",TRIPURA,27,6.4,115.5,0.25,0.2,2,2
3428,"TUBE WELL AT BAGAFA, SOUTH TRIPURA",TRIPURA,26.5,6.5,128.5,0,0.2,2,2
3429,"TUBE WELL AT 82 MILE, DHALAI",TRIPURA,26.5,6.45,136.5,0.1,0.2,2,2
3430,"TUBE WELL AT JAWAHANAGAR, DHALAI",TRIPURA,25.5,6.35,135,0,0.2,2,2
3431,"TUBE WELL AT KULAI, DHALAI",TRIPURA,26.5,5.9,129.5,0.2,0.15,2,2
3432,"TUBE WELL AT CHURAIBARI (INTERSTATE
BOUNDRY), NORTH TRIPURA",TRIPURA,26,6.15,136.5,0.1,0.35,2,2
3433,"TUBE WELL AT KAMESWAR, INDUSTRIAL ESTATE
AREA, NORTH TRIPURA",TRIPURA,25.5,6.45,157.5,0.2,0.3,2,2
3434,"TUBE WELL AT KUMARGHAT, INDUSTRIAL ESTATE
AREA, NORTH TRIPURA",TRIPURA,26,6.55,141.5,0,0.35,2,2
3435,"TUBE WELL AT GOUR NAGAR, NORTH TRIPURA",TRIPURA,25.5,6.75,164.5,0.05,0.25,2,2
3436,"TUBE WELL AT KAILASHAHAR, NORTH TRIPURA",TRIPURA,26,6,195,0.1,0.35,2,2
4185,TUBE WELL AT JIRANIA,TRIPURA,26,7.1,135,0.2,0.2,2,2
4186,TUBE WELL AT DOKLI,TRIPURA,27,6.3,96,0.1,0.3,2,2
4187,TUBE WELL AT BADHARGHAT,TRIPURA,27,7,96,0.1,0.3,2,2
4188,TUBE WELL AT ARUNDHATI NAGAR,TRIPURA,26,7.2,108,0.2,0.2,2,2
4189,TUBE WELL AT NANADANNAGAR,TRIPURA,27,6.9,97,0.1,0.2,2,2
4190,TUBE WELL AT DEBENDRA CHANDRA NAGAR,TRIPURA,27,6.3,112,0.1,0.3,2,2
4191,TUBE WELL AT SURYAMONI NAGAR,TRIPURA,26,7,106,0.1,0.3,2,2
4200,TUBE WELL AT BISHALGARH,TRIPURA,26,6.9,137,0,0.2,2,2
4201,TUBE WELL AT SONAMURA,TRIPURA,27,5.9,143,0.1,0.2,2,2
4202,TUBE WELL AT BISHRAMGANJ,TRIPURA,27,5.7,157,0.1,0.2,2,2
4203,TUBE WELL AT KARBOOK,TRIPURA,26,6.1,151,0.1,0.3,2,2
4204,TUBE WELL AT AMARPUR,TRIPURA,26,6.2,149,0.1,0.3,2,2
4205,"TUBE WELL AT AMAR SAGAR, UDAIPUR",TRIPURA,27,6.3,144,0.1,0.4,2,2
4206,"TUBE WELL AT DHANI SAGAR, UDAIPUR",TRIPURA,27,5.9,137,0.1,0.5,2,2
4207,TUBE WELL AT SABROOM,TRIPURA,27,6.5,148,0.1,0.3,2,2
4208,TUBE WELL AT JOLAIBARI,TRIPURA,26,6.3,189,0.1,0.4,2,2
4209,TUBE WELL AT BELONIA,TRIPURA,27,6.5,151,0,0.3,2,2
4210,TUBE WELL AT AMBASSA,TRIPURA,26,6.1,145,0.1,0.3,2,2
4211,TUBE WELL AT KAMALPUR,TRIPURA,26,6.3,150,0,0.3,2,2
4212,TUBE WELL AT CHAWMANU,TRIPURA,26,6.3,157,0.1,0.4,2,2
4213,TUBE WELL AT TELIAMURA,TRIPURA,27,6.3,135,0.2,0.3,2,2
4214,TUBE WELL AT KHOWAI,TRIPURA,26,5.5,157,0,0.4,2,2
4215,TUBE WELL AT DHARMANAGAR,TRIPURA,26,5.4,183,0,0.4,2,2
4216,TUBE WELL AT DAMCHERRA,TRIPURA,27,5.8,151,0.1,0.2,2,2
4217,TUBE WELL AT KANCHANPUR,TRIPURA,26,6.1,165,0,0.2,2,2
4218,TUBE WELL AT PANISAGAR,TRIPURA,26,6.1,133,0.1,0.2,2,2
1736,"GROUND WATER QUALITY STATION
SARDARNAGAR, U.P",UTTAR PRADESH,23,6.4,566,3.5,0.2,190,380
1737,"GROUND WATER QUALITY STATION
CAPTANGANJ, U.P",UTTAR PRADESH,25.5,7.05,576,3.85,0.15,1190,1880
1738,"SITE 1, INDUSTRIAL AREA NEAR M/S
WOODWARM CHEMICAL LTD., UNNAO, U.P",UTTAR PRADESH,29,7.5,868,0.1,0.9,2,2
1739,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS,
UNNAO, U.P",UTTAR PRADESH,29,7.2,1562,2.7,0.8,2,2
1740,"AT ROADWAYS BUS STATION, UNNAO, U.P",UTTAR PRADESH,29,7.3,2475,0,0.6,2,23
1741,"MAGAWARA INDUSTRIAL AREA NEAR M/S
JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,29,7.4,786,0,0.5,2,2
1742,"CHINHAT INDUSTRIAL AREA IN LUCKNOW NEAR
M/S INDIA PESTICIDES LUCKNOW, U.P",UTTAR PRADESH,29,7.7,620,0.5,0.3,2,2
1743,"AISHBAGH INDUSTRIAL AREA AT LUCKNOW NEAR
M/S EVEREADY INDUSTRIES LTD. LUCKNOW, U.P",UTTAR PRADESH,29,7.7,886,0,6.3,2,2
1744,"JAJMAU INDUSTRIAL AREA NO. 6 KANPUR, U.P",UTTAR PRADESH,30,7.1,2056,0,6.3,2,2
1745,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF
AMMONIA FERTIZER KANPUR, U.P",UTTAR PRADESH,30,7.3,1757,0,6.3,2,2
1746,"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",UTTAR PRADESH,18,7.75,846.5,0,0.1,2,2
1747,"INDIA MARKA HAND PUMP IN SAROWNI BLOCK
AT RAIBAREILLY, U.P",UTTAR PRADESH,19,7.8,885,0,0.2,2,2
1751,"TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA,
MORADABAD, U.P",UTTAR PRADESH,19,7.4,840,1,1.1,2,2
1752,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",UTTAR PRADESH,23.5,7.35,1840,1.05,0.4,2,2
1753,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD,
U.P",UTTAR PRADESH,23.5,7.2,551.5,0.3,0.4,2,2
1754,"HAPUR ROAD INDUSTRIAL AREA GHAZIABAD, U.P",UTTAR PRADESH,23.5,7.35,825,0.25,0.35,2,2
